web-scraper-start-url,link-href
https://www.skysports.com/bundesliga-results/2018-19,https://www.skysports.com/football/nurnberg-vs-mainz/394965
https://www.skysports.com/la-liga-results/2010-11,https://www.skysports.com/football/deportivo-vs-mallorca/224110
https://www.skysports.com/la-liga-results/2015-16,https://www.skysports.com/football/getafe-vs-granada/347580
https://www.skysports.com/serie-a-results/2014-15,https://www.skysports.com/football/inter-vs-parma/323502
https://www.skysports.com/premier-league-results/2010-11,https://www.skysports.com/football/fulham-vs-west-ham/215399
https://www.skysports.com/premier-league-results/2011-12,https://www.skysports.com/football/stoke-vs-bolton/238251
https://www.skysports.com/la-liga-results/2015-16,https://www.skysports.com/football/ath-bilbao-vs-las-palmas/347737
https://www.skysports.com/la-liga-results/2014-15,https://www.skysports.com/football/levante-vs-celta-vigo/322419
https://www.skysports.com/la-liga-results/2013-14,https://www.skysports.com/football/celta-vigo-vs-r-madrid/295679
https://www.skysports.com/bundesliga-results/2015-16,https://www.skysports.com/football/fc-augsburg-vs-hannover/344089
https://www.skysports.com/serie-a-results/2014-15,https://www.skysports.com/football/sampdoria-vs-lazio/323571
https://www.skysports.com/la-liga-results/2010-11,https://www.skysports.com/football/r-madrid-vs-sociedad/224065
https://www.skysports.com/bundesliga-results/2015-16,https://www.skysports.com/football/b-dortmund-vs-stuttgart/344169
https://www.skysports.com/bundesliga-results/2017-18,https://www.skysports.com/football/freiburg-vs-hoffenheim/377574
https://www.skysports.com/serie-a-results/2013-14,https://www.skysports.com/football/inter-vs-genoa/299221
https://www.skysports.com/premier-league-results/2015-16,https://www.skysports.com/football/bmouth-vs-tottenham/341279
https://www.skysports.com/bundesliga-results/2017-18,https://www.skysports.com/football/wolfsburg-vs-fc-augsburg/377782
https://www.skysports.com/serie-a-results/2016-17,https://www.skysports.com/football/fiorentina-vs-torino/365886
https://www.skysports.com/premier-league-results/2015-16,https://www.skysports.com/football/everton-vs-bmouth/341539
https://www.skysports.com/premier-league-results/2010-11,https://www.skysports.com/football/man-city-vs-west-ham/233070
https://www.skysports.com/la-liga-results/2015-16,https://www.skysports.com/football/barcelona-vs-ath-bilbao/347757
https://www.skysports.com/bundesliga-results/2015-16,https://www.skysports.com/football/darmstadt-vs-ingolstadt/344317
https://www.skysports.com/serie-a-results/2015-16,https://www.skysports.com/football/frosinone-vs-sassuolo/350614
https://www.skysports.com/premier-league-results/2017-18,https://www.skysports.com/football/leicester-vs-newcastle/373422
https://www.skysports.com/serie-a-results/2011-12,https://www.skysports.com/football/lecce-vs-udinese/247623
https://www.skysports.com/la-liga-results/2012-13,https://www.skysports.com/football/sevilla-vs-espanyol/268521
https://www.skysports.com/premier-league-results/2017-18,https://www.skysports.com/football/everton-vs-leicester/373341
https://www.skysports.com/premier-league-results/2015-16,https://www.skysports.com/football/swansea-vs-chelsea/341513
https://www.skysports.com/la-liga-results/2017-18,https://www.skysports.com/football/eibar-vs-getafe/382886
https://www.skysports.com/la-liga-results/2014-15,https://www.skysports.com/football/r-madrid-vs-deportivo/330856
https://www.skysports.com/serie-a-results/2012-13,https://www.skysports.com/football/sampdoria-vs-roma/271888
https://www.skysports.com/bundesliga-results/2019-20,https://www.skysports.com/football/hertha-vs-rb-leipzig/412828
https://www.skysports.com/serie-a-results/2019-20,https://www.skysports.com/football/atalanta-vs-spal/419264
https://www.skysports.com/serie-a-results/2015-16,https://www.skysports.com/football/torino-vs-genoa/350348
https://www.skysports.com/bundesliga-results/2011-12,https://www.skysports.com/football/bay-munich-vs-wolfsburg/240301
https://www.skysports.com/premier-league-results/2017-18,https://www.skysports.com/football/newcastle-vs-c-palace/373181
https://www.skysports.com/serie-a-results/2019-20,https://www.skysports.com/football/ac-milan-vs-napoli/419197
https://www.skysports.com/la-liga-results/2014-15,https://www.skysports.com/football/cordoba-vs-sociedad/326683
https://www.skysports.com/la-liga-results/2018-19,https://www.skysports.com/football/valladolid-vs-valencia/399682
https://www.skysports.com/serie-a-results/2013-14,https://www.skysports.com/football/atalanta-vs-lazio/302895
https://www.skysports.com/la-liga-results/2017-18,https://www.skysports.com/football/malaga-vs-girona/382758
